,SPY,SPYt-1,SPYt-2,SPYt-3,^FCHI,^FTSE,^GDAXI,XOM,GE,MSFT,PG,JNJ,^DJI,^IXIC
0,0.0005182974855415523,0.000518579559866339,0.0005334439338184893,0.0005330202984623611,0.00019191286992281675,0.00022531204740516841,0.0004202054988127202,0.00010688654583645985,0.00039930452476255596,0.0006527664372697473,0.00029723873012699187,0.00046834361273795366,0.00039073594962246716,0.0006035413243807852
1,0.006655194330960512,-0.030413953587412834,0.004072468727827072,-0.021651947870850563,0.0030493687372654676,0.003894484369084239,0.0021935468539595604,-0.00012261427764315158,-0.02611423470079899,0.009302486665546894,-0.007191407028585672,-0.009942080825567245,-0.009095301851630211,-0.002564198337495327
2,-0.030413953587412834,0.004072468727827072,-0.021651947870850563,-0.02431381121277809,0.010745874606072903,0.012865515425801277,0.008455310948193073,-0.01642705872654915,0.013735655695199966,0.011627993546426296,-0.0028911263216286898,-0.00601313728839159,0.00692456029355526,0.014845963567495346
3,0.004072468727827072,-0.021651947870850563,-0.02431381121277809,0.0018384236609563231,-0.014870514161884785,-0.028734588995575905,-0.017833050340414047,-0.02586079202592373,-0.045503728091716766,-0.062100850045681,-0.017688043415546417,-0.00942599680274725,-0.02759825810790062,-0.032800693064928055
4,-0.021651947870850563,-0.02431381121277809,0.0018384236609563231,-0.03195969760417938,-0.006524342577904463,-0.0004660380946006626,-0.011726259253919125,0.010677587240934372,0.0018604366341605783,0.030787264928221703,-0.01102988701313734,-0.0018620530609041452,-0.003111011115834117,0.011162806302309036
5,-0.02431381121277809,0.0018384236609563231,-0.03195969760417938,0.00035553809721022844,-0.007497211452573538,-0.01270969770848751,-0.019872726872563362,-0.01940564066171646,-0.008711864240467548,-0.030274851247668266,-0.009146069176495075,0.0005081792478449643,-0.016524797305464745,-0.02849096804857254
6,0.0018384236609563231,-0.03195969760417938,0.00035553809721022844,0.007789355702698231,-0.01631048694252968,-0.0050254762172698975,-0.013525709509849548,-0.013367250561714172,-0.010681793093681335,-0.002564795780926943,0.001335444045253098,-0.012096556834876537,-0.014667746610939503,-0.021091435104608536
7,-0.03195969760417938,0.00035553809721022844,0.007789355702698231,0.719598114490509,-0.014969311654567719,-0.006118739955127239,-0.017673663794994354,0.017869198694825172,-0.05786477401852608,0.017816739156842232,-0.007872013375163078,0.00853391457349062,-0.0030030952766537666,0.0049719978123903275
8,0.00035553809721022844,0.007789355702698231,0.719598114490509,-0.7738286256790161,-0.0466940775513649,-0.0509679801762104,-0.04738342761993408,-0.036862123757600784,-0.05715838074684143,-0.03752690553665161,-0.027445700019598007,-0.01524137333035469,-0.02984476275742054,-0.03743395954370499
9,0.007789355702698231,0.719598114490509,-0.7738286256790161,0.0422854982316494,-0.018559133633971214,-0.014334648847579956,-0.019550655037164688,0.020559651777148247,-0.024391498416662216,0.007826851680874825,-0.006937311962246895,-0.005710783880203962,0.0015049570938572288,0.014792991802096367
10,0.719598114490509,-0.7738286256790161,0.0422854982316494,-0.015587849542498589,0.006942081265151501,0.0062892138957977295,0.006790774408727884,0.018609922379255295,0.0137039078399539,0.024134650826454163,0.004687867127358913,-0.003128888551145792,0.0083340248093009,0.011502260342240334
11,-0.7738286256790161,0.0422854982316494,-0.015587849542498589,0.004340988118201494,-0.009010435082018375,-0.009351329877972603,-0.011549814604222775,0.16673493385314941,0.6345725655555725,0.7346365451812744,0.3639404773712158,0.5192962884902954,0.5367224216461182,0.8363492488861084
12,0.0422854982316494,-0.015587849542498589,0.004340988118201494,0.006835055537521839,-0.02177949994802475,-0.004170818720012903,-0.017833596095442772,-0.19018301367759705,-0.7112184166908264,-0.7990735173225403,-0.3691505789756775,-0.5313815474510193,-0.5776552557945251,-0.8959388136863708
13,-0.015587849542498589,0.004340988118201494,0.006835055537521839,0.010106461122632027,-0.006760629825294018,-0.007728863041847944,0.005011141300201416,0.03819173946976662,0.007704069372266531,0.047552529722452164,0.009424127638339996,-0.006895899306982756,0.03449767827987671,0.044927213340997696
14,0.004340988118201494,0.006835055537521839,0.010106461122632027,0.033274319022893906,-0.012449972331523895,-0.0018983609043061733,-0.009841370396316051,-0.013080298900604248,0.03395267575979233,-0.12457843869924545,-0.010652333498001099,0.00900824274867773,-0.012880188412964344,-0.02797766774892807
15,0.006835055537521839,0.010106461122632027,0.033274319022893906,-0.03303772583603859,-0.007162530906498432,7.402622577501461e-05,-0.00964004173874855,-0.0024317242205142975,-0.1138034537434578,0.005246323999017477,-0.016997572034597397,-0.015952130779623985,-0.005585025064647198,0.008019747212529182
16,0.010106461122632027,0.033274319022893906,-0.03303772583603859,-0.020552774891257286,0.036606695502996445,0.03789106756448746,0.03478682041168213,0.007150179706513882,0.03190455958247185,0.024692589417099953,0.006585443392395973,0.010309301316738129,0.004751225467771292,0.008204211480915546
17,0.033274319022893906,-0.03303772583603859,-0.020552774891257286,-0.0030228241812437773,-0.00028429494705051184,-0.0034747819881886244,-0.0007977090426720679,0.004062970634549856,0.05024591088294983,0.0017001472879201174,0.0058370609767735004,0.017355123534798622,0.007206635549664497,0.010312840342521667
18,-0.03303772583603859,-0.020552774891257286,-0.0030228241812437773,0.013949164189398289,0.04029367119073868,0.023747889325022697,0.044182125478982925,0.004172786138951778,0.03313559293746948,0.02128939889371395,0.025767453014850616,0.01757160946726799,0.024257177487015724,0.03489469736814499
19,-0.020552774891257286,-0.0030228241812437773,0.013949164189398289,-0.004908129572868347,-0.021776271983981133,-0.02477354183793068,-0.02025596797466278,-0.02880200743675232,-0.05951417610049248,-0.025260992348194122,0.0006872437661513686,-0.004792952444404364,-0.02740839123725891,-0.03294298052787781
